Site ID,DBN,Site Name,Site Street Address,Site Zip Code,Address,ECERS Most Recent Assessment Year,ECERS Observation Average Score
KCJS,22K700,YESHIVA TORAH VODAATH,452 EAST 9 STREET,11218,452 EAST 9 STREET 11218,FY15,4.3
QAUT,26Q700,ALL MY CHILDREN DAY CARE 2,16907 JEWEL AVENUE,11365,16907 JEWEL AVENUE 11365,FY15,4.4
QAOW,27Q700,ALL MY CHILDREN DAY CARE 6,11716 SUTPHIN BOULEVARD,11434,11716 SUTPHIN BOULEVARD 11434,FY14,4.4
QAPS,29Q700,BE ABOVE 22 (NEW WORLD EDUCATION CENTER),13737 FARMERS BOULEVARD,11434,13737 FARMERS BOULEVARD 11434,FY14,4.4
KBXX,20K700,BE ABOVE 42,1363 50TH STREET,11219,1363 50TH STREET 11219,FY14,4.4
QAVB,27Q700,"BEV'S KIDDIE DAYCARE, INC.",10145 113TH STREET,11419,10145 113TH STREET 11419,FY13,4.4
XAAS,08X700,BRONXDALE NURSERY,1065 BEACH AVENUE,10472,1065 BEACH AVENUE 10472,FY15,4.4
KAZT,32K700,BUSHWICK UNITED HDFC 1,136 STANHOPE STREET,11221,136 STANHOPE STREET 11221,FY15,4.4
QAUK,26Q700,CHABAD EARLY LEARNING CENTER,21212 26TH AVENUE,11360,21212 26TH AVENUE 11360,FY15,4.4
QABC,24Q700,CHRIST THE KING COMMUNITY PRESCHOOL,6802 METROPOLITAN AVENUE,11379,6802 METROPOLITAN AVENUE 11379,FY13,4.4
QAVE,27Q700,DE ANNA LEARNING CENTER,9140 120TH STREET,11418,9140 120TH STREET 11418,FY15,4.4
MAVR,03M700,EAST CALVARY DCC,1 WEST 112TH STREET,10026,1 WEST 112TH STREET 10026,FY13,4.4
K677,19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,605 SHEPHERD AVENUE,11208,605 SHEPHERD AVENUE 11208,FY13,4.4
MAUA,01M700,EDUCATION ALLIANCE - E BROADWAY,197 EAST BROADWAY,10002,197 EAST BROADWAY 10002,FY15,4.4
KBYD,32K700,FOOTSTEPS CHILDCARE INC.,1125 BROADWAY,11221,1125 BROADWAY 11221,FY15,4.4
QBHP,25Q700,HAPPY MARYANN DAY SCHOOL,132-18 41ST AVE,11355,132-18 41ST AVE 11355,FY15,4.4
QATZ,25Q700,"JUDI'S NURSERY, INC.",15005 70TH ROAD,11367,15005 70TH ROAD 11367,FY14,4.4
QBIY,29Q700,KIDZ WORLD EARLY CHILDHOOD CENTER,217-21 MERRICK BOULEVARD,11413,217-21 MERRICK BOULEVARD 11413,FY15,4.4
KCII,14K700,KINGS BAY Y AT NORTH WILLIAMSBURG,14 HOPE STREET,11211,14 HOPE STREET 11211,FY15,4.4
KCJK,20K700,LPBC DAY CARE,7524 14TH AVENUE,11228,7524 14TH AVENUE 11228,FY15,4.4
MARB,05M700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 11,110 WEST 146TH STREET,10039,110 WEST 146TH STREET 10039,FY14,4.4
KBJJ,16K700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 8,265 MARCUS GARVEY BOULEVARD,11221,265 MARCUS GARVEY BOULEVARD 11221,FY14,4.4
QBJP,30Q700,MAGIC BEANS,43-12 46TH STREET,11104,43-12 46TH STREET 11104,FY15,4.4
QBBH,25Q700,"NEW MILESTONE, INCORPORATED",13254 POPLE AVENUE,11355,13254 POPLE AVENUE 11355,FY15,4.4
MAXT,06M700,NICHOLAS CARDELL DAY CARE CENTER,84 VERMILYEA AVENUE,10034,84 VERMILYEA AVENUE 10034,FY15,4.4
M042,02M042,P.S. 042 BENJAMIN ALTMAN,71 HESTER STREET,10002,71 HESTER STREET 10002,FY15,4.4
R050,31R050,P.S. 050 FRANK HANKINSON,200 ADELAIDE AVENUE,10306,200 ADELAIDE AVENUE 10306,FY13,4.4
Q096,27Q096,P.S. 096,130-01 ROCKAWAY BOULEVARD,11420,130-01 ROCKAWAY BOULEVARD 11420,FY15,4.4
M098,06M098,P.S. 098 SHORAC KAPPOCK,512 WEST 212 STREET,10034,512 WEST 212 STREET 10034,FY15,4.4
Q159,26Q159,P.S. 159,205-01 33 AVENUE,11361,205-01 33 AVENUE 11361,FY13,4.4
Q171,30Q171,P.S. 171 PETER G. VAN ALST,14-14 29 AVENUE,11102,14-14 29 AVENUE 11102,FY13,4.4
K199,21K199,P.S. 199 FREDERICK WACHTEL,1100 ELM AVENUE,11230,1100 ELM AVENUE 11230,FY15,4.4
K235,18K235,P.S. 235 LENOX SCHOOL,525 LENOX ROAD,11203,525 LENOX ROAD 11203,FY13,4.4
X004,09X004,P.S./M.S. 004 CROTONA PARK WEST,1701 FULTON AVENUE,10457,1701 FULTON AVENUE 10457,FY15,4.4
KBBE,21K700,PAL CAREY GARDENS,2964 WEST 23RD STREET,11224,2964 WEST 23RD STREET 11224,FY14,4.4
MAQR,06M700,"RENA CHILD CARE CENTERS, INC.",639 EDGECOMBE AVENUE,10032,639 EDGECOMBE AVENUE 10032,FY13,4.4
MAXP,06M700,SAINT SPYRIDON PAROCHIAL SCHOOL,124 WADSWORTH AVENUE,10033,124 WADSWORTH AVENUE 10033,FY15,4.4
QAGW,24Q700,SESAME SPROUT,96-08 57 AVENUE,11368,96-08 57 AVENUE 11368,FY14,4.4
QAPL,28Q700,SHOLOM DAY CARE 1,8204 LEFFERTS BOULEVARD,11418,8204 LEFFERTS BOULEVARD 11418,FY14,4.4
QARK,27Q700,SHOLOM DAY CARE 2,8437 118TH STREET,11418,8437 118TH STREET 11418,FY14,4.4
RAGJ,31R700,STATEN ISLAND MENTAL HEALTH SOCIETY HEAD START,166 LOCKMAN AVENUE,10303,166 LOCKMAN AVENUE 10303,FY15,4.4
QBIX,29Q700,"SUNSHINE LEARNING CENTER, INC.",201 02-04 LINDEN BOULEVARD,11412,201 02-04 LINDEN BOULEVARD 11412,FY15,4.4
QBJI,28Q700,THE SALVATION ARMY - THE JAMAICA CITADEL COMMUNITY CENTER,90-23 161ST STREET,11432,90-23 161ST STREET 11432,FY15,4.4
KBIE,17K700,ALL MY CHILDREN DAY CARE SITE 16,739 EAST NEW YORK AVENUE,11203,739 EAST NEW YORK AVENUE 11203,FY14,4.5
KBMB,32K700,AUDREY JOHNSON DCC,272 MOFFAT STREET,11207,272 MOFFAT STREET 11207,FY14,4.5
KBCA,14K700,BABOVE 32,799 KENT AVENUE,11205,799 KENT AVENUE 11205,FY15,4.5
QANZ,27Q700,BATTALION CHRISTIAN ACADEMY,454 BEACH 67 STREET,11692,454 BEACH 67 STREET 11692,FY15,4.5
QAPP,29Q700,BE ABOVE SITE 16,189-26 LINDEN BLVD,11412,189-26 LINDEN BLVD 11412,FY14,4.5
KBNK,16K700,BEDFORD STUYVESANT ECDC 262,262 LEXINGTON AVENUE,11216,262 LEXINGTON AVENUE 11216,FY15,4.5
K414,14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,325 SOUTH 3 STREET,11211,325 SOUTH 3 STREET 11211,FY14,4.5
KBPO,20K700,"BROOKLYN CHILD CARE, INC.",800 POLY PLACE BUILDING 2,11209,800 POLY PLACE BUILDING 2 11209,FY15,4.5
QASV,24Q700,BWY PRESCHOOL,7714 ROOSEVELT AVENUE,11372,7714 ROOSEVELT AVENUE 11372,FY13,4.5
QBGW,30Q700,CATHOLIC CHARITIES AT RAVENSWOOD (ANDREW LANDI),2120 35TH AVENUE,11106,2120 35TH AVENUE 11106,FY14,4.5
KAZZ,16K700,CORNERSTONE DAY CARE CENTER,289 LEWIS AVENUE,11221,289 LEWIS AVENUE 11221,FY15,4.5
MAQM,04M700,DAWNING VILLAGE TOO,2211 FIRST AVENUE,10029,2211 FIRST AVENUE 10029,FY15,4.5
MATQ,01M700,ESCUELA HISPANA MONTESSORI 2,180 SUFFOLK STREET,10002,180 SUFFOLK STREET 10002,FY15,4.5
KBLB,19K700,FRIENDS OF CROWN HEIGHTS 18,851 LIBERTY AVENUE,11208,851 LIBERTY AVENUE 11208,FY14,4.5
MAXJ,06M700,FT GEORGE HEAD START CENTER # 1,1525 SAINT NICHOLAS AVENUE,10033,1525 SAINT NICHOLAS AVENUE 10033,FY15,4.5
MAQL,03M700,GODDARD RIVERSIDE DAY CARE CENTER@ WEST 84TH ST 3,26 WEST 84TH STREET,10024,26 WEST 84TH STREET 10024,FY14,4.5
KBLP,32K700,GRAND STREET SETTLEMENT DUAL #3,319 STANHOPE STREET,11237,319 STANHOPE STREET 11237,FY14,4.5
QATA,24Q700,J.C. DAYWATCH DAY CARE,20 SAINT JOHNS ROAD,11385,20 SAINT JOHNS ROAD 11385,FY13,4.5
QACJ,28Q700,JEWISH INSTITUTE OF QUEENS,6005 WOODHAVEN BOULEVARD,11373,6005 WOODHAVEN BOULEVARD 11373,FY15,4.5
QAKY,25Q700,KISSENA CHERRY DAY CARE,14026 CHERRY AVENUE,11355,14026 CHERRY AVENUE 11355,FY13,4.5
KBVB,32K700,NEW LIFE CHILD DEVELOPMENT CENTER 2,406 GROVE STREET,11237,406 GROVE STREET 11237,FY14,4.5
MAYJ,05M700,NEW YORK CENTER FOR CHILD DEVELOPMENT,159 W. 127TH STREET,10027,159 W. 127TH STREET 10027,FY15,4.5
QASJ,28Q700,NORTHSIDE SCHOOL,84-60 PARSONS BLVD,11432,84-60 PARSONS BLVD 11432,FY15,4.5
R059,31R059,P.S. 059 THE HARBOR VIEW SCHOOL,300 RICHMOND TERRACE,10301,300 RICHMOND TERRACE 10301,FY14,4.5
X130,08X130,P.S. 130 ABRAM STEVENS HEWITT,750 PROSPECT AVENUE,10455,750 PROSPECT AVENUE 10455,FY13,4.5
K133,13K133,P.S. 133 WILLIAM A. BUTLER,610 BALTIC STREET,11217,610 BALTIC STREET 11217,FY13,4.5
Q144,28Q144,P.S. 144 COL JEROMUS REMSEN,93-02 69 AVENUE,11375,93-02 69 AVENUE 11375,FY15,4.5
K165,23K165,P.S. 165 IDA POSNER,76 LOTT AVENUE,11212,76 LOTT AVENUE 11212,FY15,4.5
K184,23K184,P.S. 184 NEWPORT,273 NEWPORT STREET,11212,273 NEWPORT STREET 11212,FY15,4.5
X196,12X196,P.S. 196,1250 WARD AVENUE,10472,1250 WARD AVENUE 10472,FY15,4.5
Q205,26Q205,P.S. 205 ALEXANDER GRAHAM BELL,75-25 BELL BOULEVARD,11364,75-25 BELL BOULEVARD 11364,FY15,4.5
K205,20K205,P.S. 205 CLARION,6701 20 AVENUE,11204,6701 20 AVENUE 11204,FY15,4.5
Q219,25Q219,P.S. 219 PAUL KLAPPER,144-39 GRAVETT ROAD,11367,144-39 GRAVETT ROAD 11367,FY13,4.5
K287,13K287,P.S. 287 BAILEY K. ASHFORD,50 NAVY STREET,11201,50 NAVY STREET 11201,FY15,4.5
QATT,25Q700,PRESCHOOL R US,150-15 41ST AVENUE,11354,150-15 41ST AVENUE 11354,FY15,4.5
QBHB,25Q700,RAINBOW CHILD DEV CENTER II,77-40 164 STREET,11366,77-40 164 STREET 11366,FY14,4.5
QBKE,28Q700,SHOLOM SHOLOM INC.,84-15 BEVERLY RD,11415,84-15 BEVERLY RD 11415,FY15,4.5
XADJ,11X700,ST. CLARE OF ASSISI SCHOOL,1911 HONE AVENUE,10461,1911 HONE AVENUE 10461,FY15,4.5
RAGK,31R700,STATEN ISLAND HEAD START,16 OSGOOD AVENUE,10304,16 OSGOOD AVENUE 10304,FY15,4.5
KBFN,15K700,STRONG PLACE FOR HOPE DAY CARE CENTER - 2ND,333 2ND STREET,11215,333 2ND STREET 11215,FY14,4.5
QBGC,30Q700,SUNFLOWER KIDZ DAY CARE,10017 32ND AVENUE,11369,10017 32ND AVENUE 11369,FY14,4.5
MAQI,03M700,THE CHILD CENTER OF NY,169 WEST 87TH STREET,10024,169 WEST 87TH STREET 10024,FY14,4.5
RAGC,31R700,YELED V'YALDA SILVER LAKE I HEAD START,10 GREGG PLACE,10301,10 GREGG PLACE 10301,FY14,4.5
KBYJ,15K700,"AL MADINAH SCHOOL, INC.",383 3RD AVENUE,11215,383 3RD AVENUE 11215,FY15,4.6
QBGV,26Q700,APPLE TREE DAY CARE CENTER (197TH ST),7312 197 STREET,11366,7312 197 STREET 11366,FY14,4.6
KCDI,20K700,BETH JACOB OF BOROUGH PARK,1371 46 STREET,11219,1371 46 STREET 11219,FY14,4.6
K627,16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,280 HART STREET,11206,280 HART STREET 11206,FY15,4.6
QBIC,29Q700,CAMBRIA HEIGHTS CHRISTAIN ACADEMY,220-12 LINDEN BLVD,11411,220-12 LINDEN BLVD 11411,FY15,4.6
MAWG,04M700,EAST HARLEM COUNCIL FOR HUMAN SERVICES BILINGUAL HEAD START PROGRAM,440 EAST 116TH STREET,10029,440 EAST 116TH STREET 10029,FY15,4.6
KBXQ,22K700,"GAN, INC. - GAN JEWISH DAY CARE",2901 CAMPUS ROAD,11210,2901 CAMPUS ROAD 11210,FY15,4.6
QBJQ,30Q700,GARDEN SCHOOL,78-02 NORTHERN BLVD.,11372,78-02 NORTHERN BLVD. 11372,FY15,4.6
MASP,03M700,GODDARD RIVERSIDE HEAD START CENTER @ W 95TH ST 4,70 WEST 95TH STREET,10025,70 WEST 95TH STREET 10025,FY14,4.6
QAYN,30Q700,JACKSON'S CHILDREN'S SERVICES,3136 88TH STREET,11369,3136 88TH STREET 11369,FY13,4.6
QBCT,25Q700,KIDDIE ACADEMY OF WHITESTONE,7-05 152ND ST,11357,7-05 152ND ST 11357,FY15,4.6
XARQ,11X700,LEARNING LADDER DAY CARE CENTER,"100 ALDRICH STREET, BLDG 15A",10475,"100 ALDRICH STREET, BLDG 15A 10475",FY15,4.6
XAIC,08X700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 2,888 WESTCHESTER AVENUE,10459,888 WESTCHESTER AVENUE 10459,FY14,4.6
QBHL,30Q700,MY LITTLE FOOTPRINTS DAYCARE CORP.,28-34 38TH STREET,11103,28-34 38TH STREET 11103,FY15,4.6
QAVP,27Q700,ON OUR WAY LEARNING CENTER,264 BEACH 19 STREET,11691,264 BEACH 19 STREET 11691,FY14,4.6
RABC,31R700,OUR LADY OF MOUNT CARMEL ST. BENEDICTA,285 CLOVE ROAD,10310,285 CLOVE ROAD 10310,FY15,4.6
KCHQ,22K700,P B CHILDREN'S ACADEMY,4112 AVE D,11203,4112 AVE D 11203,FY15,4.6
K032,15K032,P.S. 032 SAMUELS MILLS SPROLE,317 HOYT STREET,11231,317 HOYT STREET 11231,FY15,4.6
K039,15K039,P.S. 039 HENRY BRISTOW,417 6 AVENUE,11215,417 6 AVENUE 11215,FY13,4.6
R045,31R045,P.S. 045 JOHN TYLER,58 LAWRENCE AVENUE,10310,58 LAWRENCE AVENUE 10310,FY15,4.6
X066,12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,1001 JENNINGS STREET,10460,1001 JENNINGS STREET 10460,FY15,4.6
Q097,27Q097,P.S. 097 FOREST PARK,85-52 85 STREET,11421,85-52 85 STREET 11421,FY15,4.6
M133,05M133,P.S. 133 FRED R MOORE,2121 5 AVENUE,10037,2121 5 AVENUE 10037,FY13,4.6
M192,06M192,P.S. 192 JACOB H. SCHIFF,500 WEST 138 STREET,10031,500 WEST 138 STREET 10031,FY15,4.6
Q197,27Q197,P.S. 197 THE OCEAN SCHOOL,825 HICKSVILLE ROAD,11691,825 HICKSVILLE ROAD 11691,FY15,4.6
QAUC,25Q700,PEE WEE FOLKS,1245 CLINTONVILLE STREET,11357,1245 CLINTONVILLE STREET 11357,FY13,4.6
XAWQ,09X700,PHIPPS NEIGHBORHOODS-ROSCOE C. BROWN EARLY CHILDHOOD EDU CENTER,3968 THIRD AVENUE,10457,3968 THIRD AVENUE 10457,FY15,4.6
QAVG,27Q700,RUSSO FIRST STEP,11801 101ST AVENUE,11419,11801 101ST AVENUE 11419,FY13,4.6
RABJ,31R700,SACRED HEART SCHOOL,301 NORTH BURGHER AVENUE,10310,301 NORTH BURGHER AVENUE 10310,FY13,4.6
QASO,27Q700,SAINT LUKE'S EVANGELICAL LUTHERAN CHURCH,87-34 85TH STREET,11421,87-34 85TH STREET 11421,FY13,4.6
MBGO,02M700,SALVATION ARMY NEW YORK TEMPLECORP,132 WEST 14TH STREET,10011,132 WEST 14TH STREET 10011,FY15,4.6
KCFA,23K700,SCO FAMILY OF SERVICES,225 NEWPORT STREET,11212,225 NEWPORT STREET 11212,FY14,4.6
KBYK,14K700,SHELTERING ARMS DAY CARE SERVICES INC.,11 BARTLETT STREET,11206,11 BARTLETT STREET 11206,FY15,4.6
QAYD,29Q700,"SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS, INC.",94-43 160TH STREET,11433,94-43 160TH STREET 11433,FY13,4.6
QATM,24Q700,STAR AMERICA PRESCHOOL,"80-07 BROADWAY, 2/F",11373,"80-07 BROADWAY, 2/F 11373",FY15,4.6
KBKJ,15K700,STRONG PLACE DAY CARE,595 CLINTON STREET,11231,595 CLINTON STREET 11231,FY14,4.6
MBGY,05M700,THE SALVATION ARMY HARLEM TEMPLE COMMUNITY CENTER,540 LENOX AVENUE,10037,540 LENOX AVENUE 10037,FY15,4.6
MAWX,05M700,UTOPIA CHILDREN'S CENTER,236 WEST 129TH STREET,10027,236 WEST 129TH STREET 10027,FY13,4.6
XAFB,08X700,"VILLA MARIA ACADEMY, INC.",3335 COUNTRY CLUB ROAD,10465,3335 COUNTRY CLUB ROAD 10465,FY15,4.6
XANZ,09X700,WALTON (CENTER #5),1871 WALTON AVENUE,10453,1871 WALTON AVENUE 10453,FY14,4.6
Q317,27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,190 BEACH 110 STREET,11694,190 BEACH 110 STREET 11694,FY13,4.6
KBSQ,17K700,ALL MY CHILDREN DAY CARE 15,36 FORD STREET,11213,36 FORD STREET 11213,FY14,4.7
QAPB,28Q700,ALL MY CHILDREN DAY CARE 4,11015 164TH PLACE,11433,11015 164TH PLACE 11433,FY14,4.7
QBJN,25Q700,AL-MAMOOR SCHOOL,78-31 PARSONS BOULEVARD,11366,78-31 PARSONS BOULEVARD 11366,FY15,4.7
KBUA,16K700,BCS ATLANTIC AVENUE EARLY LEARNING CENTER,1825 ATLANTIC AVENUE,11233,1825 ATLANTIC AVENUE 11233,FY14,4.7
QBJH,27Q700,BETHEL MISSION STATION CHURCH / BETHEL MISSION LOVING DAY CARE CENTER,338 BEACH 56 STREET,11692,338 BEACH 56 STREET 11692,FY15,4.7
QAUL,26Q700,COMMUNITY CHURCH OF DOUGLASTON,3950 DOUGLASTON PARKWAY,11363,3950 DOUGLASTON PARKWAY 11363,FY14,4.7
XAQL,11X700,CORRY ACADEMY,4321 BARNES AVENUE,10466,4321 BARNES AVENUE 10466,FY14,4.7
QBBF,26Q700,DIVINE WISDOM CATHOLIC ACADEMY DOUGLASTON,45-11 245TH STREET,11363,45-11 245TH STREET 11363,FY15,4.7
XAHL,12X700,E BRONX DAY CARE CENTER,1113 COLGATE AVENUE,10472,1113 COLGATE AVENUE 10472,FY13,4.7
KBWQ,21K700,FAMILY HEAD START CONEY ISLAND,2960 WEST 27TH STREET,11224,2960 WEST 27TH STREET 11224,FY15,4.7
KBRP,22K700,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #5,1886 NOSTRAND AVENUE,11226,1886 NOSTRAND AVENUE 11226,FY14,4.7
KBMQ,15K700,"HANSON PLACE CHILD DEVELOPMENT CENTER, INC.",55 HANSON PLACE,11217,55 HANSON PLACE 11217,FY15,4.7
RAHZ,31R700,"HYLAN DAY CARE, INC.",2346 HYLAN BOULEVARD,10306,2346 HYLAN BOULEVARD 10306,FY15,4.7
QBBR,26Q700,ICCD,35-55 223RD STREET,11361,35-55 223RD STREET 11361,FY15,4.7
QAZW,30Q700,LA GUARDIA COMMUNITY COLLEGE PRE-SCHOOL,3110 THOMSON AVENUE,11101,3110 THOMSON AVENUE 11101,FY15,4.7
MAWI,04M700,NORTHSIDE CENTER DAY SCHOOL,302-306 EAST 111TH STREET,10029,302-306 EAST 111TH STREET 10029,FY15,4.7
QAVO,27Q700,OMEGA PSI PHI FRATERNITY,12310 143RD STREET,11436,12310 143RD STREET 11436,FY15,4.7
R036,31R036,P.S. 036 J. C. DRUMGOOLE,255 IONIA AVENUE,10312,255 IONIA AVENUE 10312,FY15,4.7
M040,02M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,319 EAST 19 STREET,10003,319 EAST 19 STREET 10003,FY15,4.7
Q063,27Q063,P.S. 063 OLD SOUTH,90-15 SUTTER AVENUE,11417,90-15 SUTTER AVENUE 11417,FY15,4.7
Q183,27Q183,P.S. 183 DR. RICHARD R. GREEN,2-45 BEACH 79 STREET,11693,2-45 BEACH 79 STREET 11693,FY15,4.7
Q186,26Q186,P.S. 186 CASTLEWOOD,252-12 72 AVENUE,11426,252-12 72 AVENUE 11426,FY14,4.7
Q213,26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,231-02 67 AVENUE,11364,231-02 67 AVENUE 11364,FY15,4.7
X360,10X360,P.S. 360,2880 KINGSBRIDGE TERRACE,10463,2880 KINGSBRIDGE TERRACE 10463,FY13,4.7
KAWX,23K700,PAL WORLD OF CREATIVE EXPERIENCES HEAD START,280 LIVONIA AVENUE,11212,280 LIVONIA AVENUE 11212,FY15,4.7
QAWW,28Q700,"PICKWICK SCHOOL, INC.",15115 85TH DRIVE,11432,15115 85TH DRIVE 11432,FY13,4.7
QAXV,29Q700,REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,9210 217TH STREET,11428,9210 217TH STREET 11428,FY15,4.7
RABN,31R700,SAINT CHRISTOPHER SCHOOL,15 LISBON PLACE,10306,15 LISBON PLACE 10306,FY14,4.7
KAJT,32K700,ST. FRANCES CABRINI CATHOLIC ACADEMY,181 SUYDAM ST,11221,181 SUYDAM ST 11221,FY15,4.7
KCJN,20K700,STILLWELL AVENUE PREP SCHOOL,6420 BAY PARKWAY,11204,6420 BAY PARKWAY 11204,FY15,4.7
Q244,25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,137-20 FRANKLIN AVENUE,11355,137-20 FRANKLIN AVENUE 11355,FY13,4.7
KBJG,17K700,ALL MY CHILDREN DAY CARE 13 - FORD,36 FORD STREET,11213,36 FORD STREET 11213,FY14,4.8
KAZQ,16K700,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER,281 STUYVESANT AVENUE,11221,281 STUYVESANT AVENUE 11221,FY13,4.8
KAXC,16K700,BISHOP SEXTON,933 HERKIMER STREET,11233,933 HERKIMER STREET 11233,FY13,4.8
KBEQ,19K700,BROOKLYN DEVELOPMENTAL CENTER,888 FOUNTAIN AVENUE,11208,888 FOUNTAIN AVENUE 11208,FY14,4.8
K557,19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,574 DUMONT AVENUE,11207,574 DUMONT AVENUE 11207,FY15,4.8
KBLW,14K700,BUSHWICK UNITED HDFC 4,178 LEONARD STREET,11206,178 LEONARD STREET 11206,FY14,4.8
XAMV,07X700,CHILDREN'S PRIDE,414 MORRIS AVENUE,10451,414 MORRIS AVENUE 10451,FY14,4.8
MBBG,05M700,COMMUNITY LIFE CENTER 2,15 MT MORRIS PARK WEST,10027,15 MT MORRIS PARK WEST 10027,FY15,4.8
KBVL,17K700,ELLA BAKER CHARLES ROMAIN CHILD DEVELOPMENT CENTER OF MEDGAR EVERS COLLEGE,1150 CARROLL STREET,11225,1150 CARROLL STREET 11225,FY13,4.8
KCEG,13K700,IMAGINE DUMBO - ADAMS,85 ADAMS STREET,11201,85 ADAMS STREET 11201,FY14,4.8
RAHD,31R700,J &J ACADEMY,55 WYONA AVENUE,10314,55 WYONA AVENUE 10314,FY15,4.8
RAFO,31R700,JEWISH COMMUNITY CENTER OF STATEN ISLAND,1466 MANOR ROAD,10314,1466 MANOR ROAD 10314,FY14,4.8
QAVJ,27Q700,JFKIDSPORT,JFK AIRPORT BUILDING 350,11430,JFK AIRPORT BUILDING 350 11430,FY15,4.8
QBGK,26Q700,KON GEN INTERNATIONAL PRESCHOOL,196-29 42ND AVE,11358,196-29 42ND AVE 11358,FY15,4.8
KBGY,32K700,"KREATIVE KARE DAY CARE CENTER, INC.",292 PALMETTO STREET,11237,292 PALMETTO STREET 11237,FY13,4.8
QALC,25Q700,LITTLE SWEET ANGELS PRESCHOOL,14627 BEECH AVENUE#1B,11355,14627 BEECH AVENUE#1B 11355,FY13,4.8
QBJC,24Q700,MAROOS PRESCHOOL,4502 82ND STREET,11373,4502 82ND STREET 11373,FY15,4.8
QBBQ,25Q700,MOST HOLY REDEEMER CATHOLIC ACADEMY,136-58 41ST AVE,11355,136-58 41ST AVE 11355,FY15,4.8
K009,13K009,P.S. 009 TEUNIS G. BERGEN,80 UNDERHILL AVENUE,11238,80 UNDERHILL AVENUE 11238,FY13,4.8
M033,02M033,P.S. 033 CHELSEA PREP,281 9 AVENUE,10001,281 9 AVENUE 10001,FY13,4.8
Q101,28Q101,P.S. 101 SCHOOL IN THE GARDENS,2 RUSSELL PLACE,11375,2 RUSSELL PLACE 11375,FY13,4.8
Q112,30Q112,P.S. 112 DUTCH KILLS,25-05 37 AVENUE,11101,25-05 37 AVENUE 11101,FY14,4.8
Q122,30Q122,P.S. 122 MAMIE FAY,21-21 DITMARS BOULEVARD,11105,21-21 DITMARS BOULEVARD 11105,FY13,4.8
K149,19K149,P.S. 149 DANNY KAYE,700 SUTTER AVENUE,11207,700 SUTTER AVENUE 11207,FY13,4.8
Q188,26Q188,P.S. 188 KINGSBURY,218-12 HARTLAND AVENUE,11364,218-12 HARTLAND AVENUE 11364,FY13,4.8
K257,14K257,P.S. 257 JOHN F. HYLAN,60 COOK STREET,11206,60 COOK STREET 11206,FY13,4.8
K299,32K299,P.S. 299 THOMAS WARREN FIELD,88 WOODBINE STREET,11221,88 WOODBINE STREET 11221,FY15,4.8
XAOA,09X700,PROMESA MULTI-CULTURAL DCC II,300 EAST 175TH STREET,10457,300 EAST 175TH STREET 10457,FY14,4.8
RAGF,31R700,SI YMCA NURSERY - NORTH,651 BROADWAY,10310,651 BROADWAY 10310,FY15,4.8
QARG,28Q700,SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS INC. CENTER 1,11402 GUY R BREWER BOULEVARD,11434,11402 GUY R BREWER BOULEVARD 11434,FY14,4.8
KBWV,17K700,ST JOHNS PLACE FAMILY CENTER DAY CARE PROGRAM,1620 SAINT JOHNS PLACE,11233,1620 SAINT JOHNS PLACE 11233,FY14,4.8
QAYX,30Q700,ST. JOSEPH SCHOOL,28-46 44TH STREET,11103,28-46 44TH STREET 11103,FY14,4.8
XAPY,11X700,SUSAN WAGNER DAY CARE,1140 EAST 229TH STREET,10466,1140 EAST 229TH STREET 10466,FY13,4.8
KAPR,22K700,TALMUD TORAH CROWN HEIGHTS YESHIVAH,6363 AVENUE U,11234,6363 AVENUE U 11234,FY13,4.8
KBGB,32K700,TRADITIONAL EDUCATIONAL CENTER,1469B BROADWAY,11221,1469B BROADWAY 11221,FY14,4.8
QAVW,27Q700,WEST END TEMPLE NURSERY SCHOOL,14702 NEWPORT AVENUE,11694,14702 NEWPORT AVENUE 11694,FY15,4.8
QBHY,27Q700,AIM HIGH LEADERSHIP ACADEMY,131-44 134TH ST,11420,131-44 134TH ST 11420,FY15,4.9
QAUW,27Q700,ALPHA KAPPA ALPHA EPSILON PI OMEGA DCC,14406 ROCKAWAY BOULEVARD,11420,14406 ROCKAWAY BOULEVARD 11420,FY15,4.9
QAYZ,30Q700,ATONEMENT PRE-SCHOOL,3061 87 STREET,11369,3061 87 STREET 11369,FY15,4.9
