Site ID,DBN,Site Name,Street Address,City,State,Zip Code,ECERS Most Recent Assessment Year,ECERS Observation Average Score
KBFC,23K700,SHIRLEY CHISHOLM CHILD CARE CENTER SITE 4 SOMERS,33 SOMERS STREET,New York,NY,11233,FY14,4
KBNT,16K700,SHIRLEY CHISHOLM DAY CARE CENTER SITE 1,2023 PACIFIC STREET,New York,NY,11233,FY14,2.9
KBJU,23K700,SHIRLEY CHISHOLM DAY CARE CENTER SITE 5 ADVENT CENTER,265 SUMPTER STREET,New York,NY,11233,FY14,4
QAPL,28Q700,SHOLOM DAY CARE 1,8204 LEFFERTS BOULEVARD,New York,NY,11418,FY14,4.4
QARK,27Q700,SHOLOM DAY CARE 2,8437 118TH STREET,New York,NY,11418,FY14,4.4
QBKE,28Q700,SHOLOM SHOLOM INC.,84-15 BEVERLY RD,New York,NY,11415,FY15,4.5
RAGF,31R700,SI YMCA NURSERY - NORTH,651 BROADWAY,New York,NY,10310,FY15,4.8
MBCM,05M700,SINGLETON GEMS,23 WEST 124TH STREET,New York,NY,10027,FY15,3.1
KBMC,14K700,SMALL WORLD,211 AINSLIE STREET,New York,NY,11211,FY15,4.1
KBPY,20K700,SMART START EARLY CHILDHOOD CENTER,8411 FORT HAMILTON PARKWAY,New York,NY,11209,FY13,3.9
XAKD,12X700,SOUND DALE CENTER FOR ECE,1211 CROES AVENUE,New York,NY,10472,FY15,4.3
XANA,07X700,SOUTH BRONX HEAD START I,490 EAST 143RD STREET,New York,NY,10454,FY15,2.8
XAOB,09X700,SOUTH BRONX HEAD START II,141 FEATHERBED LANE,New York,NY,10452,FY15,4.2
QARG,28Q700,SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS INC. CENTER 1,11402 GUY R BREWER BOULEVARD,New York,NY,11434,FY14,4.8
QAYD,29Q700,"SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS, INC.",94-43 160TH STREET,New York,NY,11433,FY13,4.6
RABM,31R700,ST CHARLES SCHOOL,200 PENN AVE,New York,NY,10306,FY15,5.3
KAJW,17K700,ST FRANCIS OF ASSISI,400 LINCOLN ROAD,New York,NY,11225,FY15,3.2
KBWV,17K700,ST JOHNS PLACE FAMILY CENTER DAY CARE PROGRAM,1620 SAINT JOHNS PLACE,New York,NY,11233,FY14,4.8
XADY,11X700,ST LUCY SCHOOL,830 MACE AVE,New York,NY,10467,FY15,4.9
KAKF,22K700,ST MARK SCHOOL,2602 EAST 19TH STREET,New York,NY,11235,FY15,3.1
XAEF,11X700,ST MARY SCHOOL,3956 CARPENTER AVE,New York,NY,10466,FY15,3.1
RAEY,31R700,ST. ADALBERT'S SCHOOL,355 MORNINGSTAR ROAD,New York,NY,10303,FY14,4.2
QAVU,29Q700,"ST. ALBANS MONTESSORI DAY CARE CENTER, INC.",118-49 MONTAUK STREET,New York,NY,11412,FY15,3.9
KBFQ,15K700,ST. ANDREWS COMMUNITY DAY CARE,4917 FOURTH AVENUE,New York,NY,11220,FY14,4.1
XACY,10X700,ST. ANN - OUR LADY OF MOUNT CARMEL ANNEX,3511 BAINBRIDGE AVENUE,New York,NY,10467,FY14,4.2
MAGR,01M700,ST. BRIGID SCHOOL,185 EAST 7TH STREET,New York,NY,10009,FY15,4.1
QAFC,27Q700,ST. CAMILLUS SCHOOL,185 BEACH 99TH STREET,New York,NY,11694,FY15,4.2
XADJ,11X700,ST. CLARE OF ASSISI SCHOOL,1911 HONE AVENUE,New York,NY,10461,FY15,4.5
XAPI,10X700,ST. DOMINICS TORCH,2340 ANDREWS AVENUE,New York,NY,10468,FY15,4.2
KAJT,32K700,ST. FRANCES CABRINI CATHOLIC ACADEMY,181 SUYDAM ST,New York,NY,11221,FY15,4.7
KAZM,15K700,ST. FRANCIS XAVIER,763 PRESIDENT STREET,New York,NY,11215,FY13,3.8
XADO,11X700,ST. FRANCIS XAVIER SCHOOL,1711 HAIGHT AVE,New York,NY,10461,FY15,4
MAGZ,03M700,ST. GREGORY THE GREAT SCHOOL,138 WEST 90TH STREET,New York,NY,10024,FY15,4
QAYX,30Q700,ST. JOSEPH SCHOOL,28-46 44TH STREET,New York,NY,11103,FY14,4.8
KBUW,19K700,ST. MALACHY ECDC,220 HENDRIX STREET,New York,NY,11207,FY14,2.3
XAEB,10X700,ST. MARGARET OF CORTONA,452 WEST 260TH STREET,New York,NY,10471,FY15,3.7
KBFD,22K700,ST. MARKS,2017 BEVERLEY ROAD,New York,NY,11226,FY14,4.1
RACC,31R700,ST. PETER - ST. PAUL SCHOOL,129 CLINTON AVENUE,New York,NY,10301,FY13,4.3
XAEO,08X700,ST.THERESA,2872 ST.THERESA AVENUE,New York,NY,10461,FY13,4.1
KBLU,14K700,STAGG STREET CENTER FOR CHILDREN,77 STAGG STREET,New York,NY,11206,FY15,3.2
QATM,24Q700,STAR AMERICA PRESCHOOL,"80-07 BROADWAY, 2/F",New York,NY,11373,FY15,4.6
KBPZ,20K700,"STAR AMERICA, INC.",880 60TH STREET,New York,NY,11220,FY14,4.1
QBGL,24Q700,"STAR PARADISE, INC.",8655 BROADWAY  2ND FLOOR,New York,NY,11373,FY14,3.9
RAHW,31R700,STATEN ISLAND CHILDREN'S ACADEMY,50 OSAGE LANE,New York,NY,10312,FY15,4
RAGK,31R700,STATEN ISLAND HEAD START,16 OSGOOD AVENUE,New York,NY,10304,FY15,4.5
RAGM,31R700,STATEN ISLAND HEAD START,44 DONGAN HILLS AVENUE,New York,NY,10306,FY15,4.9
RACT,31R700,STATEN ISLAND MENTAL HEALTH SOCIETY 3,10 KINGSLEY PLACE,New York,NY,10301,FY14,4.9
RAGJ,31R700,STATEN ISLAND MENTAL HEALTH SOCIETY HEAD START,166 LOCKMAN AVENUE,New York,NY,10303,FY15,4.4
R861,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,280 REGIS DRIVE,New York,NY,10314,FY15,3.9
QAHH,25Q700,"STEPPING STONE DAY SCHOOL, INC.",7740 VLEIGH PLACE,New York,NY,11367,FY13,4.9
QAHG,29Q700,STEPPING STONE PRE &GRADE SCHOOL,11428 FRANCIS LEWIS BOULEVARD,New York,NY,11412,FY15,5.4
KCJN,20K700,STILLWELL AVENUE PREP SCHOOL,6420 BAY PARKWAY,New York,NY,11204,FY15,4.7
KBKJ,15K700,STRONG PLACE DAY CARE,595 CLINTON STREET,New York,NY,11231,FY14,4.6
KBFN,15K700,STRONG PLACE FOR HOPE DAY CARE CENTER - 2ND,333 2ND STREET,New York,NY,11215,FY14,4.5
KBKB,15K700,STRONG PLACE FOR HOPE DAY CARE CENTER - ATLANTIC,460 ATLANTIC AVENUE,New York,NY,11217,FY14,5.2
XAQK,11X700,STS. PHILIP & JAMES SCHOOL,1160 EAST 213TH STREET,New York,NY,10469,FY14,4.3
MBGU,06M700,SUGAR HILL MUSEUM PRESCHOOL,400 W 155TH STREET,New York,NY,10032,FY15,4.1
KBLS,14K700,SUMNER CHILDREN'S CENTER,860 PARK AVENUE,New York,NY,11206,FY15,4.2
QBGC,30Q700,SUNFLOWER KIDZ DAY CARE,10017 32ND AVENUE,New York,NY,11369,FY14,4.5
QBGO,30Q700,SUNNYSIDE COMMUNITY SERVICES,43-31 39TH STREET SUNNYSIDE,New York,NY,11104,FY14,5.5
K516,15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,4004 4 AVENUE,New York,NY,11232,FY15,4
XATI,07X700,SUNSHINE DAY CARE,416 WILLIS AVENUE,New York,NY,10454,FY15,2.3
MAYL,03M700,SUNSHINE DAYCARE EAST HARLEM,1330 5TH AVENUE,New York,NY,10026,FY15,4.2
XAVX,11X700,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE,1564 ST. PETERS AVENUE,New York,NY,10461,FY15,3.7
QBIX,29Q700,"SUNSHINE LEARNING CENTER, INC.",201 02-04 LINDEN BOULEVARD,New York,NY,11412,FY15,4.4
XAPY,11X700,SUSAN WAGNER DAY CARE,1140 EAST 229TH STREET,New York,NY,10466,FY13,4.8
XAQY,11X700,SUSAN WAGNER VICTORY,3440 WHITE PLAINS ROAD,New York,NY,10467,FY15,3.2
KBPD,19K700,SYLVIA KLEIN CHILD CARE CENTER,720 EUCLID AVENUE,New York,NY,11208,FY14,3.7
KAPR,22K700,TALMUD TORAH CROWN HEIGHTS YESHIVAH,6363 AVENUE U,New York,NY,11234,FY13,4.8
M517,05M517,TEACHERS COLLEGE COMMUNITY SCHOOL,168 MORNINGSIDE AVENUE,New York,NY,10027,FY13,4.1
XAVD,10X700,TENDER TOTS DECATUR,3322 DECATUR AVENUE,New York,NY,10467,FY14,3.3
Q244,25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,137-20 FRANKLIN AVENUE,New York,NY,11355,FY13,4.7
Q135,29Q135,THE BELLAIRE SCHOOL,207-11 89 AVENUE,New York,NY,11427,FY15,3.9
MAQI,03M700,THE CHILD CENTER OF NY,169 WEST 87TH STREET,New York,NY,10024,FY14,4.5
QANT,24Q700,THE CHILD CENTER OF NY 1,6002 ROOSEVELT AVENUE,New York,NY,11377,FY14,3.7
QASU,24Q700,THE CHILD CENTER OF NY 2,3410 108TH STREET,New York,NY,11368,FY15,4.3
KCGO,22K700,THE CHILD DEVELOPMENT CENTER OF KINGSBOROUGH,1915 ORIENTAL BOULEVARD,New York,NY,11235,FY15,2.8
MAVK,03M700,THE CHILDREN'S AID SOCIET FREDERICK DOUGLASS EARLY CHILDHOOD PROGRAM,885 COLUMBUS AVENUE,New York,NY,10025,FY15,3.6
MAOM,05M700,THE CHILDREN'S AID SOCIETY DREW HAMILTON EARLY CHILDHOOD CENTER,2672 FREDERICK DOUGLASS BLVD,New York,NY,10030,FY14,3.8
MASJ,03M700,THE CHILDREN'S AID SOCIETY MILBANK EARLY CHILDHOOD PROGRAM,14-32 WEST 118TH STREET,New York,NY,10026,FY14,4.9
MATB,04M700,THE CHILDREN'S AID SOCIETY TAFT EARLY CHILDHOOD CENTER,1724-26 MADISON AVENUE,New York,NY,10029,FY14,3.8
KBON,17K700,THE CHILDREN'S CENTER @ SUNY BROOKLYN,440 LENOX ROAD,New York,NY,11203,FY14,3.4
Q343,24Q343,THE CHILDREN'S LAB SCHOOL,45-46 42ND STREET,New York,NY,11104,FY15,4.2
M361,01M361,THE CHILDREN'S WORKSHOP SCHOOL,610 EAST 12 STREET,New York,NY,10009,FY15,4
KCJG,18K700,THE COCONUT GROVE CHILDHOOD EDUCATION CENTER,9522 AVENUE A,New York,NY,11236,FY15,3.8
RAFZ,31R700,THE COLLEGE OF STATEN ISLAND - THE CHILDREN'S CENTER,2800 VICTORY BOULEVARD,New York,NY,10314,FY15,4.3
QAUH,25Q700,THE CORNER SCHOOL,15003 BAYSIDE AVENUE,New York,NY,11354,FY15,5
M315,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,610 EAST 12 STREET,New York,NY,10009,FY13,3.4
XAFL,11X700,THE GARVEY SCHOOL,950 BAYCHESTER AVENUE,New York,NY,10475,FY15,2.5
XASI,11X700,THE GARVEY SCHOOL,4120 HUTCHINSON RIVER PARKWAY,New York,NY,10475,FY15,3.4
KBKY,17K700,THE INFANT AND CHILD LEARNING CENTER,670 PARKSIDE AVENUE,New York,NY,11226,FY15,2.7
XAEW,11X700,THE LEARNING TREE,801 BARTHOLDI STREET,New York,NY,10467,FY14,4.3
M072,04M072,THE LEXINGTON ACADEMY,131 EAST 104 STREET,New York,NY,10029,FY15,3.5
QAUS,26Q700,THE LUTHERAN SCHOOLS OF FLUSHING AND BAYSIDE,3601 BELL BOULEVARD,New York,NY,11361,FY15,3.9
R080,31R080,THE MICHAEL J. PETRIDES SCHOOL,715 OCEAN TERRACE,New York,NY,10301,FY15,4.2
QBBU,29Q700,"THE NURTURING CENTER, INC.",112-18 SPRINGFIELD BOULEVARD,New York,NY,11429,FY15,4.9
KBRT,23K700,THE SALVATION ARMY - BROWNSVILLE DAY CARE CENTER,280 RIVERDALE AVENUE 1,New York,NY,11212,FY15,3.1
QBJI,28Q700,THE SALVATION ARMY - THE JAMAICA CITADEL COMMUNITY CENTER,90-23 161ST STREET,New York,NY,11432,FY15,4.4
QBJD,24Q700,THE SALVATION ARMY - THE RIDGEWOOD CITADEL COMMUNITY CENTER,69-23 CYPRESS HILLS STREET,New York,NY,11385,FY15,5.4
MBGY,05M700,THE SALVATION ARMY HARLEM TEMPLE COMMUNITY CENTER,540 LENOX AVENUE,New York,NY,10037,FY15,4.6
XAPK,10X700,THE SALVATION ARMY TREMONT,2121 WASHINGTON AVENUE,New York,NY,10457,FY13,5.1
KBLM,13K700,"THE SALVATION ARMY, BEDFORD",110 KOSCIUSKO ST,New York,NY,11216,FY15,3.3
XANC,07X700,"THE SALVATION ARMY, BRONX CITADEL",425 E 159TH ST,New York,NY,10451,FY15,3.8
KBSD,32K700,"THE SALVATION ARMY, BUSHWICK",1151 BUSHWICK AVE,New York,NY,11221,FY15,3.8
RAHX,31R700,THE SALVATION ARMY-PORT RICHMOND),1295 FOREST AVE,New York,NY,10302,FY15,4.3
X300,12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,2050 PROSPECT AVENUE,New York,NY,10457,FY13,2.6
K180,20K180,THE SEEALL ACADEMY,5601 16 AVENUE,New York,NY,11204,FY13,3.2
M063,01M063,THE STAR ACADEMY - P.S.63,121 EAST 3 STREET,New York,NY,10009,FY13,3
MABT,05M700,THE STOREFRONT ACADEMY HARLEM,70 EAST 129TH STREET,New York,NY,10035,FY14,3.5
XAIB,08X700,THROGGS NECK EARLY LEARN CENTER,461 SWINTON AVENUE,New York,NY,10465,FY14,4.2
QBGI,25Q700,TINY FOOTSTEPS,167-01 UNION TURNPIKE,New York,NY,11366,FY14,4
XASH,10X700,TOLENTINE ZEISER COMMUNITY LIFE CENTER,2340 ANDREWS AVENUE,New York,NY,10468,FY15,3.9
KBLT,14K700,TOMPKINS CHILDREN'S CENTER,730 PARK AVENUE,New York,NY,11206,FY15,3
XARM,08X700,TRABAJAMOS COMMUNITY HEAD START,940 EAST 156TH STREET,New York,NY,10455,FY14,4.2
XARN,09X700,TRABAJAMOS COMMUNITY HEAD START,1905 MORRIS AVENUE,New York,NY,10453,FY15,3.3
XAMB,10X700,TRABAJAMOS COMMUNITY HEAD START,2167 UNIVERSITY AVENUE,New York,NY,10453,FY14,2.6
XAHH,10X700,TRABAJAMOS COMMUNITY HEAD START,1997 BATHGATE AVENUE,New York,NY,10457,FY14,3.4
XARO,10X700,TRABAJAMOS COMMUNITY HEAD START,2260 CROTONA AVENUE,New York,NY,10457,FY13,4.2
KBOP,17K700,TRADITIONAL DAY CARE CENTER,1112 WINTHROP STREET,New York,NY,11212,FY13,3
KBGB,32K700,TRADITIONAL EDUCATIONAL CENTER,1469B BROADWAY,New York,NY,11221,FY14,4.8
XAQA,12X700,TREMONT CROTONA,1600 CROTONA PARK EAST,New York,NY,10460,FY14,4.2
XAOF,09X700,TREMONT MONTEREY DAY CARE CENTER II,1600 BATHGATE AVENUE,New York,NY,10457,FY15,4.3
MAON,04M700,UNION JOHNSON EARLY CHILDHOOD PROGRAMS,1829 LEXINGTON AVENUE,New York,NY,10029,FY14,4.1
KBPK,19K700,UNITED COMMUNITY DCC,613 NEW LOTS AVENUE,New York,NY,11207,FY14,3.9
XAVW,11X700,"UNITY NEIGHBORHOOD CENTER, INC.",1339 E GUN HILL RD,New York,NY,10469,FY15,3.8
KAXU,19K700,UNIVERSITY SETTLEMENT CHILDREN'S CORNER,565 LIVONIA AVENUE,New York,NY,11207,FY15,3.8
MAUB,01M700,UNIVERSITY SETTLEMENT ECC,184 ELDRIDGE STREET,New York,NY,10002,FY14,4.1
MANK,05M700,"URBAN CONCEPTS OF NY-ROUND THE CLOCK NURSERY, INC.",301 WEST 130TH STREET,New York,NY,10027,FY13,3.2
MBFX,05M700,URBAN CONCEPTS/ROUND THE CLOCK,300 W 145 STREET,New York,NY,10039,FY15,3.4
MAWW,05M700,URBAN CONCEPTS/ROUND THE CLOCK,3333 BROADWAY,New York,NY,10031,FY14,4.1
X463,12X463,URBAN SCHOLARS COMMUNITY SCHOOL,1180 TINTON AVENUE,New York,NY,10456,FY13,2.2
KBDA,19K700,URBAN STRATEGIES 1,1091 SUTTER AVENUE,New York,NY,11208,FY14,3.8
KBVE,19K700,URBAN STRATEGIES 3,1152 ELTON STREET,New York,NY,11239,FY15,3.7
KBGS,19K700,URBAN STRATEGIES 5 - GEORGIA L. MCMURRAY ECDC,675 LINCOLN AVENUE,New York,NY,11208,FY13,4.2
KCJD,19K700,URBAN STRATEGIES ATKINS AVE,255 ATKINS AVENUE,New York,NY,11208,FY15,3.3
KCIL,32K700,URBAN STRATEGIES CHILD CARE,1405 BUSHWICK AVENUE,New York,NY,11207,FY15,4.2
MAWX,05M700,UTOPIA CHILDREN'S CENTER,236 WEST 129TH STREET,New York,NY,10027,FY13,4.6
XAFB,08X700,"VILLA MARIA ACADEMY, INC.",3335 COUNTRY CLUB ROAD,New York,NY,10465,FY15,4.6
MAQA,01M700,VIRGINIA DAY NURSERY,464 EAST 10TH STREET,New York,NY,10009,FY14,4.3
XAKJ,11X700,WAKE-EDEN CHRISTIAN ACADEMY,2074 STRANG AVE.,New York,NY,10466,FY15,3.8
XANZ,09X700,WALTON (CENTER #5),1871 WALTON AVENUE,New York,NY,10453,FY14,4.6
KATR,21K700,WARBASSE NURSERY SCHOOL,2785 WEST 5TH STREET,New York,NY,11224,FY14,3.8
KBMZ,15K700,WARREN STREET CENTER,343 WARREN STREET,New York,NY,11201,FY13,2.6
M348,06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,511 WEST 182ND STREET,New York,NY,10033,FY15,4
Q317,27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,190 BEACH 110 STREET,New York,NY,11694,FY13,4.6
XAKB,08X700,WATSON AVENUE ECC,1880 WATSON AVENUE,New York,NY,10472,FY14,4.2
Q362,27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,535 BRIAR PLACE,New York,NY,11691,FY13,4.3
QAVW,27Q700,WEST END TEMPLE NURSERY SCHOOL,14702 NEWPORT AVENUE,New York,NY,11694,FY15,4.8
MANM,05M700,WEST HARLEM EARLYLEARN,121 WEST 128TH STREET,New York,NY,10027,FY14,3.9
XALA,11X700,WESTCHESTER TREMONT DCC,2547 EAST TREMONT AVENUE,New York,NY,10461,FY15,3.7
XALB,09X700,WHEDCO EARLY CHILDHOOD DISCOVERY CENTER,50 EAST 168TH STREET,New York,NY,10452,FY15,4.2
XAPX,11X700,WILLIAMSBRIDGE NAACP EARLY CHILDHOOD EDUCATION CENTER,670 EAST 219TH STREET,New York,NY,10467,FY15,4.1
KBKF,14K700,WILLIAMSBURG CCC,110 TAYLOR STREET,New York,NY,11249,FY14,4.3
KCIQ,22K700,WIZARD OF OZ DAY CARE LLC,622 FOSTER AVENUE,New York,NY,11230,FY15,3.8
QAPU,29Q700,XCEL TINY TOTS INC.,113-15 SPRINGFIELD BLVD,New York,NY,11429,FY15,3.7
RAGD,31R700,YELED V' YALDA / SILVER LAKE HEAD START II,20 PARK HILL CIRCLE,New York,NY,10304,FY15,5.3
RAGC,31R700,YELED V'YALDA SILVER LAKE I HEAD START,10 GREGG PLACE,New York,NY,10301,FY14,4.5
KAOA,20K700,YESHIVA HEADSTART 40TH STREET,1402 40TH STREET,New York,NY,11218,FY15,5.3
KANX,21K700,YESHIVA KARLIN STOLIN,1801 55TH STREET,New York,NY,11204,FY15,4.3
KAOV,21K700,YESHIVA OHR SHRAGA,1102 AVENUE L,New York,NY,11230,FY14,5.6
QAIR,25Q700,YESHIVA TIFERETH MOSHE DAY CARE,8306 ABINGDON ROAD,New York,NY,11415,FY15,5.3
KCJS,22K700,YESHIVA TORAH VODAATH,452 EAST 9 STREET,New York,NY,11218,FY15,4.3
QAJX,26Q700,YMCA OF GREATER NEW YORK - CROSS ISLAND,238-10 HILLSIDE AVENUE,New York,NY,11426,FY14,5.4
QAJR,25Q700,YMCA OF GREATER NEW YORK - FLUSHING,13846 NORTHERN BOULEVARD,New York,NY,11354,FY15,4.2
X369,07X369,YOUNG LEADERS ELEMENTARY SCHOOL,468 EAST 140 STREET,New York,NY,10454,FY15,4
K636,16K636,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORATION,280 HART STREET,New York,NY,11206,FY13,3.3
X357,11X357,YOUNG VOICES ACADEMY,800 LYDIG AVENUE,New York,NY,10462,FY14,2.9
KBJW,23K700,YWCA-NYC BROWNSVILLE EARLY LEARNING CENTER,1592 EAST NEW YORK AVENUE,New York,NY,11212,FY14,4.9
MAUT,02M700,YWCA-NYC POLLY DODGE EARLY LEARNING CENTER,538 WEST 55TH STREET,New York,NY,10019,FY15,4.1
KBYC,21K700,YWCA-NYC ROBERTA BRIGHT EARLY LEARNING CENTER,3001 W 37TH STREET,New York,NY,11224,FY14,3.9
KADN,20K700,ZION DAY CARE,5000 14TH AVENUE,New York,NY,11219,FY15,4.2
